C24,C64,t0,c6,pos,injected,scenario_id,k,expected_sigma,recipe_normal
SIM_CH_2,C64_11406_CH_2,1545779788.1,C6_0,105,True,SC4-STORM-CH2,4,4.0,True
SIM_CH_2,C64_11390_CH_2,1545780760.5,C6_0,106,True,SC4-STORM-CH2,5,4.0,True
SIM_CH_2,C64_11386_CH_2,1545780871.5,C6_0,107,True,SC4-STORM-CH2,6,4.0,True
SIM_CH_2,C64_11394_CH_2,1545781438.6,C6_0,108,True,SC4-STORM-CH2,7,4.0,True
SIM_CH_2,C64_11350_CH_2,1545781831.8,C6_0,109,True,SC4-STORM-CH2,8,4.0,True
SIM_CH_2,C64_11355_CH_2,1545782645.2,C6_0,110,True,SC4-STORM-CH2,9,4.0,True
SIM_CH_2,C64_11321_CH_2,1545783266.5,C6_0,111,True,SC4-STORM-CH2,10,4.0,True
SIM_CH_2,C64_11327_CH_2,1545783842.7,C6_0,112,True,SC4-STORM-CH2,11,4.0,True
SIM_CH_2,C64_11332_CH_2,1545784518.4,C6_0,113,True,SC4-STORM-CH2,12,4.0,True
SIM_CH_2,C64_11299_CH_2,1545784914.1,C6_0,114,True,SC4-STORM-CH2,13,4.0,True
SIM_CH_2,C64_11305_CH_2,1545785496.4,C6_0,115,True,SC4-STORM-CH2,14,4.0,True
SIM_CH_2,C64_11291_CH_2,1545786585.8,C6_0,116,True,SC4-STORM-CH2,15,4.0,True
SIM_CH_2,C64_11285_CH_2,1545787150.7,C6_0,117,True,SC4-STORM-CH2,16,4.0,True
SIM_CH_2,C64_11295_CH_2,1545787489.2,C6_0,118,True,SC4-STORM-CH2,17,4.0,True
SIM_CH_2,C64_11251_CH_2,1545788002.4,C6_0,119,True,SC4-STORM-CH2,18,4.0,True
SIM_CH_2,C64_11255_CH_2,1545788350.5,C6_0,120,True,SC4-STORM-CH2,19,4.0,True
SIM_CH_2,C64_11247_CH_2,1545789073.8,C6_0,121,True,SC4-STORM-CH2,20,4.0,True
SIM_CH_2,C64_11236_CH_2,1545789668.6,C6_0,122,True,SC4-STORM-CH2,21,4.0,True
SIM_CH_2,C64_11242_CH_2,1545790121.2,C6_0,123,True,SC4-STORM-CH2,22,4.0,True
SIM_CH_2,C64_11202_CH_2,1545790970.6,C6_0,124,True,SC4-STORM-CH2,23,4.0,True
SIM_CH_2,C64_11207_CH_2,1545791784.2,C6_0,125,True,SC4-STORM-CH2,24,4.0,True
SIM_CH_2,C64_11197_CH_2,1545791898.1,C6_0,126,True,SC4-STORM-CH2,25,4.0,True
SIM_CH_2,C64_11186_CH_2,1545792297.3,C6_0,127,True,SC4-STORM-CH2,26,4.0,True
SIM_CH_2,C64_11192_CH_2,1545793086.6,C6_0,128,True,SC4-STORM-CH2,27,4.0,True
SIM_CH_2,C64_11167_CH_2,1545794290.1,C6_0,129,True,SC4-STORM-CH2,28,4.0,True
SIM_CH_2,C64_11161_CH_2,1545794752.6,C6_0,130,True,SC4-STORM-CH2,29,4.0,True
SIM_CH_2,C64_11137_CH_2,1545795832.3,C6_0,131,True,SC4-STORM-CH2,30,4.0,True
SIM_CH_2,C64_11143_CH_2,1545796057.4,C6_0,132,True,SC4-STORM-CH2,31,4.0,True
SIM_CH_2,C64_11108_CH_2,1545796546.6,C6_0,133,True,SC4-STORM-CH2,32,4.0,True
SIM_CH_2,C64_11114_CH_2,1545796906.8,C6_0,134,True,SC4-STORM-CH2,33,4.0,True
SIM_CH_2,C64_11119_CH_2,1545797834.1,C6_0,135,True,SC4-STORM-CH2,34,4.0,True
SIM_CH_2,C64_11100_CH_2,1545800403.2,C6_0,136,True,SC4-STORM-CH2,35,4.0,True
SIM_CH_2,C64_11071_CH_2,1545801138.4,C6_0,137,True,SC4-STORM-CH2,36,4.0,True
SIM_CH_2,C64_11082_CH_2,1545802056.8,C6_0,138,True,SC4-STORM-CH2,37,4.0,True
SIM_CH_2,C64_11055_CH_2,1545803515.4,C6_0,139,True,SC4-STORM-CH2,38,4.0,True
SIM_CH_2,C64_11048_CH_2,1545804325.8,C6_0,140,True,SC4-STORM-CH2,39,4.0,True
SIM_CH_2,C64_11011_CH_2,1545804610.9,C6_0,141,True,SC4-STORM-CH2,40,4.0,True
SIM_CH_2,C64_11018_CH_2,1545805511.2,C6_0,142,True,SC4-STORM-CH2,41,4.0,True
SIM_CH_2,C64_10993_CH_2,1545806465.6,C6_0,143,True,SC4-STORM-CH2,42,4.0,True
SIM_CH_2,C64_10998_CH_2,1545806897.8,C6_0,144,True,SC4-STORM-CH2,43,4.0,True
SIM_CH_2,C64_11003_CH_2,1545807546.6,C6_0,145,True,SC4-STORM-CH2,44,4.0,True
SIM_CH_2,C64_10988_CH_2,1545807831.1,C6_0,146,True,SC4-STORM-CH2,45,4.0,True
SIM_CH_2,C64_10977_CH_2,1545808356.4,C6_0,147,True,SC4-STORM-CH2,46,4.0,True
SIM_CH_2,C64_10983_CH_2,1545809280.9,C6_0,148,True,SC4-STORM-CH2,47,4.0,True
SIM_CH_2,C64_10944_CH_2,1545810475.4,C6_0,149,True,SC4-STORM-CH2,48,4.0,True
SIM_CH_2,C64_10938_CH_2,1545810928.7,C6_0,150,True,SC4-STORM-CH2,49,4.0,True
SIM_CH_2,C64_10949_CH_2,1545811183.8,C6_0,151,True,SC4-STORM-CH2,50,4.0,True
SIM_CH_2,C64_10925_CH_2,1545811312.9,C6_0,152,True,SC4-STORM-CH2,51,4.0,True
SIM_CH_2,C64_10931_CH_2,1545811904.1,C6_0,153,True,SC4-STORM-CH2,52,4.0,True
SIM_CH_2,C64_10889_CH_2,1545812882.4,C6_0,154,True,SC4-STORM-CH2,53,4.0,True
SIM_CH_2,C64_10894_CH_2,1545813446.7,C6_0,155,True,SC4-STORM-CH2,54,4.0,True
SIM_CH_2,C64_10878_CH_2,1545814404.1,C6_0,156,True,SC4-STORM-CH2,55,4.0,True
SIM_CH_2,C64_10883_CH_2,1545815214.4,C6_0,157,True,SC4-STORM-CH2,56,4.0,True
SIM_CH_2,C64_10847_CH_2,1545816072.7,C6_0,158,True,SC4-STORM-CH2,57,4.0,True
SIM_CH_2,C64_10836_CH_2,1545818032.6,C6_0,159,True,SC4-STORM-CH2,58,4.0,True
SIM_CH_2,C64_10841_CH_2,1545818596.8,C6_0,160,True,SC4-STORM-CH2,59,4.0,True
SIM_CH_2,C64_12260_CH_2,1545839714.4,C6_0,161,True,SC4-STORM-CH2,60,4.0,True
SIM_CH_2,C64_12268_CH_2,1545840053.6,C6_0,162,True,SC4-STORM-CH2,61,4.0,True
SIM_CH_2,C64_12255_CH_2,1545841332.3,C6_0,163,True,SC4-STORM-CH2,62,4.0,True
SIM_CH_2,C64_12231_CH_2,1545843220.7,C6_0,164,True,SC4-STORM-CH2,63,4.0,True
SIM_CH_2,C64_12238_CH_2,1545844810.5,C6_0,165,True,SC4-STORM-CH2,64,4.0,True
SIM_CH_2,C64_12209_CH_2,1545845188.7,C6_0,166,True,SC4-STORM-CH2,65,4.0,True
SIM_CH_2,C64_12213_CH_2,1545846233.1,C6_0,167,True,SC4-STORM-CH2,66,4.0,True
SIM_CH_2,C64_12204_CH_2,1545846350.1,C6_0,168,True,SC4-STORM-CH2,67,4.0,True
SIM_CH_2,C64_12188_CH_2,1545848471.8,C6_0,169,True,SC4-STORM-CH2,68,4.0,True
SIM_CH_2,C64_12184_CH_2,1545848810.9,C6_0,170,True,SC4-STORM-CH2,69,4.0,True
SIM_CH_2,C64_12148_CH_2,1545849204.1,C6_0,171,True,SC4-STORM-CH2,70,4.0,True
SIM_CH_2,C64_12141_CH_2,1545850362.5,C6_0,172,True,SC4-STORM-CH2,71,4.0,True
SIM_CH_2,C64_12152_CH_2,1545850461.6,C6_0,173,True,SC4-STORM-CH2,72,4.0,True
SIM_CH_2,C64_12097_CH_2,1545861520.1,C6_0,174,True,SC4-STORM-CH2,73,4.0,True
SIM_CH_2,C64_12093_CH_2,1545861751.1,C6_0,175,True,SC4-STORM-CH2,74,4.0,True
SIM_CH_2,C64_11998_CH_2,1545869029.2,C6_0,176,True,SC4-STORM-CH2,75,4.0,True
SIM_CH_2,C64_11992_CH_2,1545869593.4,C6_0,177,True,SC4-STORM-CH2,76,4.0,True
SIM_CH_2,C64_12002_CH_2,1545869704.5,C6_0,178,True,SC4-STORM-CH2,77,4.0,True
SIM_CH_2,C64_11986_CH_2,1545871214.7,C6_0,179,True,SC4-STORM-CH2,78,4.0,True
SIM_CH_2,C64_11981_CH_2,1545871778.3,C6_0,180,True,SC4-STORM-CH2,79,4.0,True
SIM_CH_2,C64_11944_CH_2,1545872291.5,C6_0,181,True,SC4-STORM-CH2,80,4.0,True
SIM_CH_2,C64_11951_CH_2,1545873221.9,C6_0,182,True,SC4-STORM-CH2,81,4.0,True
SIM_CH_2,C64_11934_CH_2,1545873738.2,C6_0,183,True,SC4-STORM-CH2,82,4.0,True
SIM_CH_2,C64_11938_CH_2,1545874413.4,C6_0,184,True,SC4-STORM-CH2,83,4.0,True
SIM_CH_2,C64_11930_CH_2,1545874866.7,C6_0,185,True,SC4-STORM-CH2,84,4.0,True
SIM_CH_2,C64_11894_CH_2,1545875145.9,C6_0,186,True,SC4-STORM-CH2,85,4.0,True
SIM_CH_2,C64_11900_CH_2,1545875956.2,C6_0,187,True,SC4-STORM-CH2,86,4.0,True
SIM_CH_2,C64_11871_CH_2,1545877042.8,C6_0,188,True,SC4-STORM-CH2,87,4.0,True
SIM_CH_2,C64_11876_CH_2,1545877718.1,C6_0,189,True,SC4-STORM-CH2,88,4.0,True
SIM_CH_2,C64_11861_CH_2,1545878459.5,C6_0,190,True,SC4-STORM-CH2,89,4.0,True
SIM_CH_2,C64_11857_CH_2,1545878807.7,C6_0,191,True,SC4-STORM-CH2,90,4.0,True
SIM_CH_2,C64_11866_CH_2,1545879155.9,C6_0,192,True,SC4-STORM-CH2,91,4.0,True
SIM_CH_2,C64_12882_CH_2,1545939069.1,C6_0,193,True,SC4-STORM-CH2,92,4.0,True
SIM_CH_2,C64_12798_CH_2,1545947817.6,C6_0,194,True,SC4-STORM-CH2,93,4.0,True
SIM_CH_2,C64_12794_CH_2,1545948165.7,C6_0,195,True,SC4-STORM-CH2,94,4.0,True
SIM_CH_2,C64_12803_CH_2,1545948396.8,C6_0,196,True,SC4-STORM-CH2,95,4.0,True
SIM_CH_2,C64_12761_CH_2,1545948913.2,C6_0,197,True,SC4-STORM-CH2,96,4.0,True
SIM_CH_2,C64_12756_CH_2,1545949588.5,C6_0,198,True,SC4-STORM-CH2,97,4.0,True
SIM_CH_2,C64_12765_CH_2,1545949927.6,C6_0,199,True,SC4-STORM-CH2,98,4.0,True
SIM_CH_2,C64_12730_CH_2,1545950666.2,C6_0,200,True,SC4-STORM-CH2,99,4.0,True
SIM_CH_2,C64_12739_CH_2,1545950780.4,C6_0,201,True,SC4-STORM-CH2,100,4.0,True
SIM_CH_2,C64_12734_CH_2,1545950897.9,C6_0,202,True,SC4-STORM-CH2,101,4.0,True
SIM_CH_2,C64_12712_CH_2,1545955059.5,C6_0,203,True,SC4-STORM-CH2,102,4.0,True
SIM_CH_2,C64_12708_CH_2,1545955638.8,C6_0,204,True,SC4-STORM-CH2,103,4.0,True
SIM_CH_2,C64_12685_CH_2,1545956608.2,C6_0,205,True,SC4-STORM-CH2,104,4.0,True
SIM_CH_2,C64_12690_CH_2,1545956947.3,C6_0,206,True,SC4-STORM-CH2,105,4.0,True
SIM_CH_2,C64_12681_CH_2,1545957397.5,C6_0,207,True,SC4-STORM-CH2,106,4.0,True
SIM_CH_2,C64_12671_CH_2,1545958027.6,C6_0,208,True,SC4-STORM-CH2,107,4.0,True
SIM_CH_2,C64_12675_CH_2,1545958258.5,C6_0,209,True,SC4-STORM-CH2,108,4.0,True
SIM_CH_2,C64_12643_CH_2,1545959350.9,C6_0,210,True,SC4-STORM-CH2,109,4.0,True
SIM_CH_2,C64_12648_CH_2,1545959576.5,C6_0,211,True,SC4-STORM-CH2,110,4.0,True
SIM_CH_2,C64_12654_CH_2,1545960251.4,C6_0,212,True,SC4-STORM-CH2,111,4.0,True
SIM_CH_2,C64_12618_CH_2,1545961106.7,C6_0,213,True,SC4-STORM-CH2,112,4.0,True
SIM_CH_2,C64_12625_CH_2,1545961916.9,C6_0,214,True,SC4-STORM-CH2,113,4.0,True
SIM_CH_2,C64_12602_CH_2,1545962652.2,C6_0,215,True,SC4-STORM-CH2,114,4.0,True
SIM_CH_2,C64_12596_CH_2,1545962766.2,C6_0,216,True,SC4-STORM-CH2,115,4.0,True
SIM_CH_2,C64_12587_CH_2,1545964546.7,C6_0,217,True,SC4-STORM-CH2,116,4.0,True
SIM_CH_2,C64_12591_CH_2,1545964894.2,C6_0,218,True,SC4-STORM-CH2,117,4.0,True
SIM_CH_2,C64_12562_CH_2,1545965983.7,C6_0,219,True,SC4-STORM-CH2,118,4.0,True
SIM_CH_2,C64_12557_CH_2,1545966659.7,C6_0,220,True,SC4-STORM-CH2,119,4.0,True
SIM_CH_2,C64_12566_CH_2,1545966773.5,C6_0,221,True,SC4-STORM-CH2,120,4.0,True
SIM_CH_2,C64_12541_CH_2,1545967988.5,C6_0,222,True,SC4-STORM-CH2,121,4.0,True
SIM_CH_2,C64_12535_CH_2,1545968663.7,C6_0,223,True,SC4-STORM-CH2,122,4.0,True
SIM_CH_2,C64_12513_CH_2,1545976243.5,C6_0,224,True,SC4-STORM-CH2,123,4.0,True
SIM_CH_2,C64_12518_CH_2,1545976804.8,C6_0,225,True,SC4-STORM-CH2,124,4.0,True
SIM_CH_2,C64_12508_CH_2,1545977032.9,C6_0,226,True,SC4-STORM-CH2,125,4.0,True
SIM_CH_2,C64_12460_CH_2,1545997331.4,C6_0,227,True,SC4-STORM-CH2,126,4.0,True
SIM_CH_2,C64_12466_CH_2,1545998027.8,C6_0,228,True,SC4-STORM-CH2,127,4.0,True
SIM_CH_2,C64_12422_CH_2,1545998769.4,C6_0,229,True,SC4-STORM-CH2,128,4.0,True
SIM_CH_2,C64_12427_CH_2,1545999333.2,C6_0,230,True,SC4-STORM-CH2,129,4.0,True
SIM_CH_2,C64_12431_CH_2,1545999816.4,C6_0,231,True,SC4-STORM-CH2,130,4.0,True
SIM_CH_2,C64_12413_CH_2,1546000650.7,C6_0,232,True,SC4-STORM-CH2,131,4.0,True
SIM_CH_2,C64_12418_CH_2,1546001230.4,C6_0,233,True,SC4-STORM-CH2,132,4.0,True
SIM_CH_2,C64_12386_CH_2,1546001740.3,C6_0,234,True,SC4-STORM-CH2,133,4.0,True
SIM_CH_2,C64_12391_CH_2,1546002418.6,C6_0,235,True,SC4-STORM-CH2,134,4.0,True
SIM_CH_2,C64_12348_CH_2,1546003039.9,C6_0,236,True,SC4-STORM-CH2,135,4.0,True
SIM_CH_2,C64_12353_CH_2,1546003619.1,C6_0,237,True,SC4-STORM-CH2,136,4.0,True
SIM_CH_2,C64_12358_CH_2,1546004228.4,C6_0,238,True,SC4-STORM-CH2,137,4.0,True
SIM_CH_2,C64_12337_CH_2,1546004597.5,C6_0,239,True,SC4-STORM-CH2,138,4.0,True
SIM_CH_2,C64_12341_CH_2,1546005050.7,C6_0,240,True,SC4-STORM-CH2,139,4.0,True
SIM_CH_2,C64_12297_CH_2,1546005765.6,C6_0,241,True,SC4-STORM-CH2,140,4.0,True
SIM_CH_2,C64_12304_CH_2,1546006590.4,C6_0,242,True,SC4-STORM-CH2,141,4.0,True
SIM_CH_2,C64_13212_CH_2,1546029318.4,C6_0,243,True,SC4-STORM-CH2,142,4.0,True
SIM_CH_2,C64_13206_CH_2,1546030335.7,C6_0,244,True,SC4-STORM-CH2,143,4.0,True
SIM_CH_2,C64_13188_CH_2,1546030845.9,C6_0,245,True,SC4-STORM-CH2,144,4.0,True
SIM_CH_2,C64_13183_CH_2,1546031425.1,C6_0,246,True,SC4-STORM-CH2,145,4.0,True
SIM_CH_2,C64_13143_CH_2,1546035137.2,C6_0,247,True,SC4-STORM-CH2,146,4.0,True
SIM_CH_2,C64_13149_CH_2,1546035362.3,C6_0,248,True,SC4-STORM-CH2,147,4.0,True
SIM_CH_2,C64_13153_CH_2,1546036265.7,C6_0,249,True,SC4-STORM-CH2,148,4.0,True
SIM_CH_2,C64_13131_CH_2,1546036547.8,C6_0,250,True,SC4-STORM-CH2,149,4.0,True
SIM_CH_2,C64_13135_CH_2,1546036896.1,C6_0,251,True,SC4-STORM-CH2,150,4.0,True
SIM_CH_2,C64_13115_CH_2,1546037979.6,C6_0,252,True,SC4-STORM-CH2,151,4.0,True
SIM_CH_2,C64_13111_CH_2,1546038781.6,C6_0,253,True,SC4-STORM-CH2,152,4.0,True
SIM_CH_2,C64_13073_CH_2,1546039375.3,C6_0,254,True,SC4-STORM-CH2,153,4.0,True
SIM_CH_2,C64_13077_CH_2,1546040200.5,C6_0,255,True,SC4-STORM-CH2,154,4.0,True
SIM_CH_2,C64_13081_CH_2,1546040665.7,C6_0,256,True,SC4-STORM-CH2,155,4.0,True
SIM_CH_2,C64_13066_CH_2,1546045443.5,C6_0,257,True,SC4-STORM-CH2,156,4.0,True
SIM_CH_2,C64_13060_CH_2,1546046746.5,C6_0,258,True,SC4-STORM-CH2,157,4.0,True
SIM_CH_2,C64_13032_CH_2,1546047340.3,C6_0,259,True,SC4-STORM-CH2,158,4.0,True
SIM_CH_2,C64_13026_CH_2,1546047793.6,C6_0,260,True,SC4-STORM-CH2,159,4.0,True
SIM_CH_2,C64_13017_CH_2,1546048756.9,C6_0,261,True,SC4-STORM-CH2,160,4.0,True
SIM_CH_2,C64_13022_CH_2,1546048988.1,C6_0,262,True,SC4-STORM-CH2,161,4.0,True
SIM_CH_2,C64_13013_CH_2,1546049450.3,C6_0,263,True,SC4-STORM-CH2,162,4.0,True
SIM_CH_2,C64_12992_CH_2,1546050083.5,C6_0,264,True,SC4-STORM-CH2,163,4.0,True
SIM_CH_2,C64_12998_CH_2,1546050650.7,C6_0,265,True,SC4-STORM-CH2,164,4.0,True
SIM_CH_2,C64_12988_CH_2,1546051100.9,C6_0,266,True,SC4-STORM-CH2,165,4.0,True
SIM_CH_2,C64_12970_CH_2,1546066006.7,C6_0,267,True,SC4-STORM-CH2,166,4.0,True
SIM_CH_2,C64_12945_CH_2,1546070205.3,C6_0,268,True,SC4-STORM-CH2,167,4.0,True
SIM_CH_2,C64_12941_CH_2,1546070898.3,C6_0,269,True,SC4-STORM-CH2,168,4.0,True
SIM_CH_2,C64_12949_CH_2,1546071477.5,C6_0,270,True,SC4-STORM-CH2,169,4.0,True
SIM_CH_2,C64_12913_CH_2,1546072242.9,C6_0,271,True,SC4-STORM-CH2,170,4.0,True
SIM_CH_2,C64_12920_CH_2,1546073050.1,C6_0,272,True,SC4-STORM-CH2,171,4.0,True
SIM_CH_2,C64_13639_CH_2,1546112497.8,C6_0,273,True,SC4-STORM-CH2,172,4.0,True
SIM_CH_2,C64_13635_CH_2,1546113194.1,C6_0,274,True,SC4-STORM-CH2,173,4.0,True
SIM_CH_2,C64_13616_CH_2,1546115238.1,C6_0,275,True,SC4-STORM-CH2,174,4.0,True
SIM_CH_2,C64_13610_CH_2,1546116282.5,C6_0,276,True,SC4-STORM-CH2,175,4.0,True
SIM_CH_2,C64_13603_CH_2,1546116912.7,C6_0,277,True,SC4-STORM-CH2,176,4.0,True
SIM_CH_2,C64_13598_CH_2,1546117588.1,C6_0,278,True,SC4-STORM-CH2,177,4.0,True
SIM_CH_2,C64_13567_CH_2,1546118560.5,C6_0,279,True,SC4-STORM-CH2,178,4.0,True
SIM_CH_2,C64_13563_CH_2,1546118791.6,C6_0,280,True,SC4-STORM-CH2,179,4.0,True
SIM_CH_2,C64_13533_CH_2,1546121582.8,C6_0,281,True,SC4-STORM-CH2,180,4.0,True
SIM_CH_2,C64_13527_CH_2,1546122395.9,C6_0,282,True,SC4-STORM-CH2,181,4.0,True
SIM_CH_2,C64_13492_CH_2,1546122900.7,C6_0,283,True,SC4-STORM-CH2,182,4.0,True
SIM_CH_2,C64_13497_CH_2,1546123929.6,C6_0,284,True,SC4-STORM-CH2,183,4.0,True
SIM_CH_2,C64_13487_CH_2,1546124298.8,C6_0,285,True,SC4-STORM-CH2,184,4.0,True
SIM_CH_2,C64_13220_CH_2,1546126336.8,C6_0,286,True,SC4-STORM-CH2,185,4.0,True
SIM_CH_2,C64_13226_CH_2,1546126787.6,C6_0,287,True,SC4-STORM-CH2,186,4.0,True
SIM_CH_2,C64_13471_CH_2,1546128038.6,C6_0,288,True,SC4-STORM-CH2,187,4.0,True
SIM_CH_2,C64_13466_CH_2,1546128272.6,C6_0,289,True,SC4-STORM-CH2,188,4.0,True
SIM_CH_2,C64_13436_CH_2,1546129131.8,C6_0,290,True,SC4-STORM-CH2,189,4.0,True
SIM_CH_2,C64_13441_CH_2,1546129356.1,C6_0,291,True,SC4-STORM-CH2,190,4.0,True
SIM_CH_2,C64_13447_CH_2,1546129920.4,C6_0,292,True,SC4-STORM-CH2,191,4.0,True
SIM_CH_2,C64_13417_CH_2,1546134941.4,C6_0,293,True,SC4-STORM-CH2,192,4.0,True
SIM_CH_2,C64_13394_CH_2,1546136460.3,C6_0,294,True,SC4-STORM-CH2,193,4.0,True
SIM_CH_2,C64_13398_CH_2,1546137156.5,C6_0,295,True,SC4-STORM-CH2,194,4.0,True
SIM_CH_2,C64_13366_CH_2,1546172348.5,C6_0,296,True,SC4-STORM-CH2,195,4.0,True
SIM_CH_2,C64_13373_CH_2,1546173161.9,C6_0,297,True,SC4-STORM-CH2,196,4.0,True
SIM_CH_2,C64_13339_CH_2,1546174374.4,C6_0,298,True,SC4-STORM-CH2,197,4.0,True
SIM_CH_2,C64_13343_CH_2,1546174827.6,C6_0,299,True,SC4-STORM-CH2,198,4.0,True
SIM_CH_2,C64_13347_CH_2,1546175277.7,C6_0,300,True,SC4-STORM-CH2,199,4.0,True
SIM_CH_2,C64_13301_CH_2,1546175788.0,C6_0,301,True,SC4-STORM-CH2,200,4.0,True
SIM_CH_2,C64_13305_CH_2,1546176250.2,C6_0,302,True,SC4-STORM-CH2,201,4.0,True
SIM_CH_2,C64_13310_CH_2,1546176832.4,C6_0,303,True,SC4-STORM-CH2,202,4.0,True
SIM_CH_2,C64_13290_CH_2,1546177456.7,C6_0,304,True,SC4-STORM-CH2,203,4.0,True
SIM_CH_2,C64_13297_CH_2,1546178246.1,C6_0,305,True,SC4-STORM-CH2,204,4.0,True
SIM_CH_2,C64_13267_CH_2,1546179827.5,C6_0,306,True,SC4-STORM-CH2,205,4.0,True
SIM_CH_2,C64_13273_CH_2,1546180523.7,C6_0,307,True,SC4-STORM-CH2,206,4.0,True
SIM_CH_2,C64_13230_CH_2,1546180931.9,C6_0,308,True,SC4-STORM-CH2,207,4.0,True
SIM_CH_2,C64_13239_CH_2,1546181949.3,C6_0,309,True,SC4-STORM-CH2,208,4.0,True
SIM_CH_2,C64_13979_CH_2,1546182177.4,C6_0,310,True,SC4-STORM-CH2,209,4.0,True
SIM_CH_2,C64_13975_CH_2,1546184008.1,C6_0,311,True,SC4-STORM-CH2,210,4.0,True
SIM_CH_2,C64_13969_CH_2,1546185022.6,C6_0,312,True,SC4-STORM-CH2,211,4.0,True
SIM_CH_2,C64_13939_CH_2,1546186847.4,C6_0,313,True,SC4-STORM-CH2,212,4.0,True
SIM_CH_2,C64_13933_CH_2,1546187759.6,C6_0,314,True,SC4-STORM-CH2,213,4.0,True
SIM_CH_2,C64_13917_CH_2,1546194220.9,C6_0,315,True,SC4-STORM-CH2,214,4.0,True
SIM_CH_2,C64_13927_CH_2,1546194560.1,C6_0,316,True,SC4-STORM-CH2,215,4.0,True
SIM_CH_2,C64_13923_CH_2,1546194671.1,C6_0,317,True,SC4-STORM-CH2,216,4.0,True
SIM_CH_2,C64_13908_CH_2,1546200148.3,C6_0,318,True,SC4-STORM-CH2,217,4.0,True
SIM_CH_2,C64_13913_CH_2,1546200823.6,C6_0,319,True,SC4-STORM-CH2,218,4.0,True
SIM_CH_2,C64_13886_CH_2,1546201787.4,C6_0,320,True,SC4-STORM-CH2,219,4.0,True
SIM_CH_2,C64_13890_CH_2,1546202366.2,C6_0,321,True,SC4-STORM-CH2,220,4.0,True
SIM_CH_2,C64_13882_CH_2,1546202597.3,C6_0,322,True,SC4-STORM-CH2,221,4.0,True
SIM_CH_2,C64_13862_CH_2,1546204875.3,C6_0,323,True,SC4-STORM-CH2,222,4.0,True
SIM_CH_2,C64_13858_CH_2,1546205223.4,C6_0,324,True,SC4-STORM-CH2,223,4.0,True
SIM_CH_2,C64_13866_CH_2,1546205571.6,C6_0,325,True,SC4-STORM-CH2,224,4.0,True
SIM_CH_2,C64_13825_CH_2,1546208077.6,C6_0,326,True,SC4-STORM-CH2,225,4.0,True
SIM_CH_2,C64_13830_CH_2,1546208803.8,C6_0,327,True,SC4-STORM-CH2,226,4.0,True
SIM_CH_2,C64_13812_CH_2,1546211363.8,C6_0,328,True,SC4-STORM-CH2,227,4.0,True
SIM_CH_2,C64_13807_CH_2,1546212042.2,C6_0,329,True,SC4-STORM-CH2,228,4.0,True
SIM_CH_2,C64_13817_CH_2,1546212378.3,C6_0,330,True,SC4-STORM-CH2,229,4.0,True
SIM_CH_2,C64_13785_CH_2,1546216286.2,C6_0,331,True,SC4-STORM-CH2,230,4.0,True
SIM_CH_2,C64_13789_CH_2,1546216625.2,C6_0,332,True,SC4-STORM-CH2,231,4.0,True
SIM_CH_2,C64_13752_CH_2,1546229024.6,C6_1,333,True,SC4-STORM-CH2,232,4.0,False
SIM_CH_2,C64_13756_CH_2,1546229928.6,C6_1,334,True,SC4-STORM-CH2,233,4.0,False
SIM_CH_2,C64_13741_CH_2,1546239495.1,C6_1,335,True,SC4-STORM-CH2,234,4.0,False
SIM_CH_2,C64_13737_CH_2,1546240179.4,C6_1,336,True,SC4-STORM-CH2,235,4.0,False
SIM_CH_2,C64_13745_CH_2,1546240743.6,C6_1,337,True,SC4-STORM-CH2,236,4.0,False
SIM_CH_2,C64_13702_CH_2,1546243585.7,C6_1,338,True,SC4-STORM-CH2,237,4.0,False
SIM_CH_2,C64_13708_CH_2,1546244858.3,C6_1,339,True,SC4-STORM-CH2,238,4.0,False
SIM_CH_2,C64_13684_CH_2,1546244987.4,C6_1,340,True,SC4-STORM-CH2,239,4.0,False
SIM_CH_2,C64_13690_CH_2,1546245230.4,C6_1,341,True,SC4-STORM-CH2,240,4.0,False
SIM_CH_2,C64_13694_CH_2,1546246043.7,C6_1,342,True,SC4-STORM-CH2,241,4.0,False
SIM_CH_2,C64_14250_CH_2,1546272020.2,C6_1,343,True,SC4-STORM-CH2,242,4.0,False
SIM_CH_2,C64_14255_CH_2,1546273178.7,C6_1,344,True,SC4-STORM-CH2,243,4.0,False
SIM_CH_2,C64_14245_CH_2,1546273295.7,C6_1,345,True,SC4-STORM-CH2,244,4.0,False
SIM_CH_2,C64_14226_CH_2,1546273917.3,C6_1,346,True,SC4-STORM-CH2,245,4.0,False
SIM_CH_2,C64_14220_CH_2,1546274595.2,C6_1,347,True,SC4-STORM-CH2,246,4.0,False
SIM_CH_2,C64_14200_CH_2,1546277608.5,C6_1,348,True,SC4-STORM-CH2,247,4.0,False
SIM_CH_2,C64_14195_CH_2,1546278073.6,C6_1,349,True,SC4-STORM-CH2,248,4.0,False
SIM_CH_2,C64_14178_CH_2,1546283043.2,C6_1,350,True,SC4-STORM-CH2,249,4.0,False
SIM_CH_2,C64_14173_CH_2,1546283382.3,C6_1,351,True,SC4-STORM-CH2,250,4.0,False
SIM_CH_2,C64_14139_CH_2,1546284111.6,C6_1,352,True,SC4-STORM-CH2,251,4.0,False
SIM_CH_2,C64_14132_CH_2,1546284459.7,C6_1,353,True,SC4-STORM-CH2,252,4.0,False
